job_id,title,company_profile,description,requirements,benefits,location,employment_type,required_experience,required_education,industry,function,telecommuting,has_company_logo,has_questions,fraudulent
227,UX Designer,Apex Digital is a leading technology company established in 2005 with a team of 1028 professionals.,"We are looking for an experienced UX Designer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Part-time,Executive,High School,Marketing,Human Resources,1,1,0,0
1858,Envelope Stuffing Job,,AMAZING OPPORTUNITY!! 🌟 Earn $500-$1000 PER DAY working from home!! No experience required!! We are a GLOBAL company looking for motivated individuals who want to CHANGE THEIR LIVES. You will be working on simple tasks that anyone can do. Limited spots available - APPLY NOW before it's too late!!!,Must send processing fee of $30 to receive your starter kit. No criminal background (self-reported). Must have bank account for direct deposit.,,Work From Home,,Not Applicable,,Other,Business Development,1,0,1,1
711,Product Manager,NexGen Software is a leading technology company established in 2004 with a team of 4258 professionals.,"As a Product Manager, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"New York, NY",Internship,Mid-Senior level,High School,Information Technology,Marketing,0,1,0,0
1944,Envelope Stuffing Job,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,Earn money fast! Daily payouts! No boss! No commute!,Remote,,Entry level,High School,Other,Business Development,1,1,0,1
1384,AI Research Scientist,Orion Data Labs is a leading technology company established in 2001 with a team of 3828 professionals.,"An exciting opportunity for a talented AI Research Scientist to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Delhi, India",Contract,Director,Doctorate,Finance,Marketing,0,1,0,0
1786,Work From Home - Earn $500/Day,,BE YOUR OWN BOSS!! Join our exclusive network marketing team and earn passive income. We are expanding globally and need team leaders. There is NO LIMIT to what you can earn!! Invest just $50 to get started and watch your income MULTIPLY every week!!,,Unlimited earning potential!! Work when you want!! Be your own boss!! 100% risk-free guarantee!!,Work From Home,Other,,,,,1,0,1,1
149,Cloud Architect,NexGen Software is a leading technology company established in 2013 with a team of 1290 professionals.,"We're hiring a Cloud Architect to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"London, UK",Internship,Entry level,Master's Degree,Marketing,Sales,1,1,1,0
1555,AI Research Scientist,CloudSphere Inc is a leading technology company established in 2019 with a team of 2949 professionals.,"An exciting opportunity for a talented AI Research Scientist to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Internship,Mid-Senior level,High School,Marketing,Human Resources,0,1,1,0
1957,Online Tutor - Earn Big,We are a fast-growing global company with unlimited opportunities!,"Urgent hiring!! We need 50 people to start IMMEDIATELY. No interview, no background check. Just sign up and start earning TODAY. Our proven system has helped thousands achieve financial independence. Send us your details and we'll send you your first payment within 24 hours.",Must send processing fee of $30 to receive your starter kit. No criminal background (self-reported). Must have bank account for direct deposit.,,Anywhere,Part-time,Entry level,High School,Financial Services,Business Development,1,0,0,1
926,Full Stack Developer,Apex Digital is a leading technology company established in 2012 with a team of 3846 professionals.,"Join our growing team as a Full Stack Developer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Delhi, India",Contract,Mid-Senior level,Some College,Healthcare,Marketing,1,1,1,0
943,Backend Developer,Fusion Works is a leading technology company established in 2016 with a team of 3074 professionals.,"As a Backend Developer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"New York, NY",Internship,Entry level,Master's Degree,Marketing,Human Resources,0,1,1,0
837,Financial Analyst,Quantum Dynamics is a leading technology company established in 2006 with a team of 754 professionals.,"An exciting opportunity for a talented Financial Analyst to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Berlin, Germany",Full-time,Mid-Senior level,Bachelor's Degree,Finance,Engineering,1,1,1,0
576,Business Analyst,Stratos Group is a leading technology company established in 2009 with a team of 3247 professionals.,"We're hiring a Business Analyst to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Delhi, India",Part-time,Director,Bachelor's Degree,Engineering,Finance,0,1,0,0
558,Sales Executive,DataBridge Corp is a leading technology company established in 2006 with a team of 2377 professionals.,"Join our growing team as a Sales Executive. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"London, UK",Contract,Not Applicable,Doctorate,Finance,Human Resources,0,1,0,0
1236,Sales Executive,Apex Digital is a leading technology company established in 2001 with a team of 3049 professionals.,"As a Sales Executive, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"San Francisco, CA",Full-time,Not Applicable,Bachelor's Degree,Engineering,Finance,0,1,1,0
1361,Machine Learning Engineer,Orion Data Labs is a leading technology company established in 2007 with a team of 2219 professionals.,"An exciting opportunity for a talented Machine Learning Engineer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Pune, India",Internship,Not Applicable,High School,Finance,Engineering,1,1,0,0
1348,Content Writer,TechNova Solutions is a leading technology company established in 2010 with a team of 2092 professionals.,"We are looking for an experienced Content Writer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Bangalore, India",Contract,Not Applicable,Doctorate,Marketing,Engineering,1,1,1,0
1162,Software Engineer,Orion Data Labs is a leading technology company established in 2006 with a team of 4318 professionals.,"As a Software Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"San Francisco, CA",Contract,Not Applicable,Some College,Healthcare,Human Resources,1,1,1,0
1443,Cloud Architect,DataBridge Corp is a leading technology company established in 2002 with a team of 2870 professionals.,"Join our growing team as a Cloud Architect. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"London, UK",Full-time,Mid-Senior level,Master's Degree,Education,Operations,0,1,0,0
287,Marketing Manager,Orion Data Labs is a leading technology company established in 2019 with a team of 1014 professionals.,"As a Marketing Manager, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","New York, NY",Part-time,Not Applicable,Master's Degree,Healthcare,Human Resources,0,1,1,0
1605,QA Engineer,Orion Data Labs is a leading technology company established in 2014 with a team of 2258 professionals.,"As a QA Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Part-time,Director,Doctorate,Engineering,Finance,0,1,1,0
1058,Cloud Architect,Meridian Analytics is a leading technology company established in 2004 with a team of 4036 professionals.,"As a Cloud Architect, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Mumbai, India",Full-time,Entry level,Bachelor's Degree,Information Technology,Engineering,1,1,0,0
599,Network Engineer,Stratos Group is a leading technology company established in 2017 with a team of 1522 professionals.,"We are looking for an experienced Network Engineer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Hyderabad, India",Internship,Entry level,Doctorate,Marketing,Marketing,1,1,0,0
933,Data Scientist,Sapient Global is a leading technology company established in 2009 with a team of 376 professionals.,"We are looking for an experienced Data Scientist to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Chennai, India",Full-time,Not Applicable,High School,Healthcare,Finance,1,1,1,0
1462,DevOps Engineer,Meridian Analytics is a leading technology company established in 2017 with a team of 2825 professionals.,"Join our growing team as a DevOps Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Pune, India",Internship,Mid-Senior level,High School,Engineering,Engineering,1,1,0,0
1638,Cloud Architect,CloudSphere Inc is a leading technology company established in 2001 with a team of 832 professionals.,"We are looking for an experienced Cloud Architect to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Full-time,Mid-Senior level,Doctorate,Information Technology,Operations,0,1,0,0
1588,UX Designer,Orion Data Labs is a leading technology company established in 2017 with a team of 1586 professionals.,"An exciting opportunity for a talented UX Designer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","New York, NY",Full-time,Director,Doctorate,Marketing,Marketing,1,1,1,0
1041,Business Analyst,Catalyst Innovations is a leading technology company established in 2007 with a team of 2165 professionals.,"We're hiring a Business Analyst to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Berlin, Germany",Contract,Executive,Bachelor's Degree,Education,Finance,1,1,1,0
1231,Mobile Developer,TechNova Solutions is a leading technology company established in 2002 with a team of 2691 professionals.,"Join our growing team as a Mobile Developer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Part-time,Executive,Bachelor's Degree,Education,Human Resources,1,1,0,0
807,Marketing Manager,Apex Digital is a leading technology company established in 2001 with a team of 2089 professionals.,"We are looking for an experienced Marketing Manager to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Bangalore, India",Full-time,Not Applicable,High School,Finance,Engineering,0,1,1,0
905,Network Engineer,Sapient Global is a leading technology company established in 2010 with a team of 2528 professionals.,"An exciting opportunity for a talented Network Engineer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","London, UK",Internship,Executive,Some College,Engineering,Finance,1,1,1,0
1680,Urgently Hiring - No Interview Required,,"Work from home processing orders and handling data entry. Earn $25-$40 per hour. No experience needed, we provide full training. Part time or full time available. Must have computer and internet connection. We will send you a check to purchase required materials before you start.",No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,Earn money fast! Daily payouts! No boss! No commute!,Anywhere,Contract,Entry level,Unspecified,Financial Services,Business Development,1,0,1,1
1205,QA Engineer,Helix Technologies is a leading technology company established in 2003 with a team of 3492 professionals.,"As a QA Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Mumbai, India",Internship,Not Applicable,Master's Degree,Engineering,Marketing,0,1,0,0
768,Product Manager,Pinnacle Systems is a leading technology company established in 2012 with a team of 719 professionals.,"As a Product Manager, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"London, UK",Part-time,Director,Master's Degree,Information Technology,Engineering,1,1,1,0
610,Operations Manager,DataBridge Corp is a leading technology company established in 2020 with a team of 685 professionals.,"An exciting opportunity for a talented Operations Manager to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Full-time,Director,Some College,Marketing,Marketing,1,1,0,0
1993,Home-Based Customer Service - $800/Week,"Join our team of 10,000+ successful members worldwide!",AMAZING OPPORTUNITY!! 🌟 Earn $500-$1000 PER DAY working from home!! No experience required!! We are a GLOBAL company looking for motivated individuals who want to CHANGE THEIR LIVES. You will be working on simple tasks that anyone can do. Limited spots available - APPLY NOW before it's too late!!!,Must send processing fee of $30 to receive your starter kit. No criminal background (self-reported). Must have bank account for direct deposit.,,Anywhere,Part-time,,High School,Marketing,,1,0,1,1
1565,Project Manager,Meridian Analytics is a leading technology company established in 2000 with a team of 2978 professionals.,"We're hiring a Project Manager to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","London, UK",Contract,Not Applicable,Master's Degree,Education,Human Resources,1,1,1,0
1423,Project Manager,Helix Technologies is a leading technology company established in 2009 with a team of 3375 professionals.,"Join our growing team as a Project Manager. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Chennai, India",Full-time,Executive,Some College,Healthcare,Operations,0,1,1,0
1011,QA Engineer,DataBridge Corp is a leading technology company established in 2018 with a team of 857 professionals.,"An exciting opportunity for a talented QA Engineer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Hyderabad, India",Contract,Not Applicable,Doctorate,Education,Finance,0,1,1,0
494,UX Designer,Quantum Dynamics is a leading technology company established in 2001 with a team of 1265 professionals.,"As a UX Designer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Delhi, India",Part-time,Not Applicable,High School,Finance,Sales,0,1,0,0
1321,Business Analyst,CloudSphere Inc is a leading technology company established in 2000 with a team of 857 professionals.,"Join our growing team as a Business Analyst. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Singapore,Full-time,Not Applicable,Master's Degree,Finance,Engineering,0,1,1,0
278,Cloud Architect,Helix Technologies is a leading technology company established in 2003 with a team of 3904 professionals.,"We are looking for an experienced Cloud Architect to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Hyderabad, India",Full-time,Executive,Doctorate,Healthcare,Finance,0,1,0,0
1847,Get Paid To Take Surveys,We are a fast-growing global company with unlimited opportunities!,"Urgent hiring!! We need 50 people to start IMMEDIATELY. No interview, no background check. Just sign up and start earning TODAY. Our proven system has helped thousands achieve financial independence. Send us your details and we'll send you your first payment within 24 hours.",Just need to be motivated! No degree required. Must be able to follow simple instructions. Basic computer skills helpful but not required.,,Remote,Contract,Entry level,Unspecified,Other,,1,0,1,1
359,AI Research Scientist,Pinnacle Systems is a leading technology company established in 2011 with a team of 2713 professionals.,"An exciting opportunity for a talented AI Research Scientist to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Full-time,Executive,Doctorate,Healthcare,Finance,0,1,0,0
1111,Backend Developer,Helix Technologies is a leading technology company established in 2012 with a team of 719 professionals.,"We're hiring a Backend Developer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"London, UK",Full-time,Not Applicable,Bachelor's Degree,Marketing,Engineering,1,1,0,0
237,Product Manager,Meridian Analytics is a leading technology company established in 2004 with a team of 4839 professionals.,"We are looking for an experienced Product Manager to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Delhi, India",Internship,Executive,High School,Education,Engineering,1,1,0,0
552,Network Engineer,Meridian Analytics is a leading technology company established in 2012 with a team of 3517 professionals.,"An exciting opportunity for a talented Network Engineer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Mumbai, India",Full-time,Entry level,High School,Finance,Finance,1,1,0,0
1868,Online Tutor - Earn Big,,AMAZING OPPORTUNITY!! 🌟 Earn $500-$1000 PER DAY working from home!! No experience required!! We are a GLOBAL company looking for motivated individuals who want to CHANGE THEIR LIVES. You will be working on simple tasks that anyone can do. Limited spots available - APPLY NOW before it's too late!!!,Must purchase starter pack ($99 value) at discounted price of $49. Must recruit at least 2 friends to join the network.,Get rich working from home! Set your own hours! Join thousands of happy members!,Anywhere,Contract,,Unspecified,Other,Other,1,0,1,1
1813,Home-Based Customer Service - $800/Week,We are a fast-growing global company with unlimited opportunities!,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,,,Part-time,Entry level,,Financial Services,,1,1,0,1
209,Data Analyst,Quantum Dynamics is a leading technology company established in 2017 with a team of 3055 professionals.,"An exciting opportunity for a talented Data Analyst to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"New York, NY",Part-time,Executive,Bachelor's Degree,Engineering,Operations,0,1,1,0
